date,ET_mm
2024-10-01,17.0
2024-11-01,19.0
2024-12-01,25.0
2025-01-01,24.0
2025-02-01,56.0
2025-03-01,69.0
2025-04-01,91.0
2025-05-01,53.0
2025-06-01,28.0
2025-07-01,26.0
2025-08-01,20.0
2025-09-01,21.0
