date,ET_mm
2024-10-01,2.0
2024-11-01,5.0
2024-12-01,10.0
2025-01-01,13.0
2025-02-01,21.0
2025-03-01,68.0
2025-04-01,83.0
2025-05-01,37.0
2025-06-01,35.0
2025-07-01,20.0
2025-08-01,24.0
2025-09-01,7.0
