date,ET_mm
2024-10-01,0.0
2024-11-01,15.0
2024-12-01,2.0
2025-01-01,6.0
2025-02-01,32.0
2025-03-01,56.0
2025-04-01,70.0
2025-05-01,21.0
2025-06-01,8.0
2025-07-01,6.0
2025-08-01,0.0
2025-09-01,10.0
